,city_id,year,month,day,max_temperature,min_temperature
0,0,2016,8,29,23.79,11.81
0,0,2016,8,28,34.69,18.25
0,0,2016,8,27,31.96,18.06
0,0,2016,8,26,33.37,16.29
0,0,2016,8,25,29.61,17.29
0,0,2016,8,24,27.17,15.98
0,0,2016,8,23,23.51,16.57
0,0,2016,8,22,23.62,16.86
0,0,2016,8,21,22.93,13.06
0,0,2016,8,20,26.39,16.07
0,0,2016,8,19,25.85,16.53
0,0,2016,8,18,20.19,11.43
0,0,2016,8,17,21.26,9.53
0,0,2016,8,16,21.86,8.67
0,0,2016,8,15,20.79,10.03
0,0,2016,8,14,22.12,12.36
0,0,2016,8,13,27.05,16.12
0,0,2016,8,12,19.21,16.88
0,0,2016,8,11,18.88,13.61
0,0,2016,8,10,16.66,6.87
0,0,2016,8,9,20.54,11.06
0,0,2016,8,8,27.89,13.8
0,0,2016,8,7,24.19,16.36
0,0,2016,8,6,22.1,12.72
0,0,2016,8,5,21.69,14.66
0,0,2016,8,4,23.19,15.16
0,0,2016,8,3,22.33,18.19
0,0,2016,8,2,18.18,15.2
0,0,2016,8,1,21.76,12.17
0,0,2016,7,31,25.44,14.29
0,0,2016,7,30,24.68,14.93
0,0,2016,7,29,24.98,17.84
0,0,2016,7,28,24.79,16.98
0,0,2016,7,27,25.24,17.12
0,0,2016,7,26,27.97,16.98
0,0,2016,7,25,30.75,19.15
0,0,2016,7,24,27.82,17.51
0,0,2016,7,23,28.08,17.46
0,0,2016,7,22,29.58,15.85
0,0,2016,7,21,27.68,17.54
0,0,2016,7,20,27.19,17.82
0,0,2016,7,19,23.92,16.64
0,0,2016,7,18,21.0,15.97
0,0,2016,7,17,22.76,17.29
0,0,2016,7,16,24.52,18.35
0,0,2016,7,15,18.08,10.18
0,0,2016,7,14,17.88,13.53
0,0,2016,7,13,23.02,14.6
0,0,2016,7,12,26.1,15.86
0,0,2016,7,11,28.81,18.65
0,0,2016,7,10,30.78,21.24
0,0,2016,7,9,22.9,17.88
0,0,2016,7,8,26.28,15.41
0,0,2016,7,7,21.67,15.23
0,0,2016,7,6,19.73,11.16
0,0,2016,7,5,24.46,14.14
0,0,2016,7,4,22.93,14.46
0,0,2016,7,3,22.02,10.18
0,0,2016,7,2,24.49,9.65
0,0,2016,7,1,27.09,17.77
0,0,2016,6,30,24.96,15.82
0,0,2016,6,29,24.63,13.22
0,0,2016,6,28,23.08,14.59
0,0,2016,6,27,23.62,16.16
0,0,2016,6,26,23.23,12.99
0,0,2016,6,25,33.17,15.96
0,0,2016,6,24,34.81,21.07
0,0,2016,6,23,31.96,20.55
0,0,2016,6,22,26.52,17.03
0,0,2016,6,21,23.12,15.04
0,0,2016,6,20,22.81,15.28
0,0,2016,6,19,22.04,10.02
0,0,2016,6,18,21.56,12.11
0,0,2016,6,17,18.19,12.84
0,0,2016,6,16,22.82,15.0
0,0,2016,6,15,19.21,11.36
0,0,2016,6,14,21.62,13.08
0,0,2016,6,13,17.21,14.44
0,0,2016,6,12,21.31,12.89
0,0,2016,6,11,22.13,12.19
0,0,2016,6,10,21.65,10.45
0,0,2016,6,9,22.3,11.57
0,0,2016,6,8,26.83,15.09
0,0,2016,6,7,26.21,13.01
0,0,2016,6,6,24.92,12.51
0,0,2016,6,5,27.85,16.26
0,0,2016,6,4,27.68,15.72
0,0,2016,6,3,26.24,15.73
0,0,2016,6,2,25.02,17.06
0,0,2016,6,1,22.75,15.39
0,0,2016,5,31,25.42,17.38
0,0,2016,5,30,27.38,14.88
0,0,2016,5,29,27.87,18.82
0,0,2016,5,28,23.74,15.27
0,0,2016,5,27,20.97,11.18
0,0,2016,5,26,16.21,8.64
0,0,2016,5,25,15.32,12.64
0,0,2016,5,24,19.42,12.87
0,0,2016,5,23,25.86,13.17
0,0,2016,5,22,29.03,16.18
0,0,2016,5,21,24.13,14.1
0,0,2016,5,20,22.8,14.38
0,0,2016,5,19,22.56,12.86
0,0,2016,5,18,19.67,12.69
0,0,2016,5,17,12.48,8.81
0,0,2016,5,16,13.99,6.97
0,0,2016,5,15,13.55,6.22
0,0,2016,5,14,15.23,6.56
0,0,2016,5,13,22.67,7.58
0,0,2016,5,12,24.28,12.57
0,0,2016,5,11,25.1,14.62
0,0,2016,5,10,25.04,13.31
0,0,2016,5,9,25.3,12.94
0,0,2016,5,8,24.22,13.31
0,0,2016,5,7,25.04,12.17
0,0,2016,5,6,23.77,11.98
0,0,2016,5,5,19.91,9.19
0,0,2016,5,4,14.19,6.98
